MATCH_SEQ_NO,HOME_TEAM_NM,LEA_NM,STDM_NM,MATCH_DE,SPORTS_VIEWNG_NMPR_CO
372,소노,정규경기,고양 소노 아레나,20240305,1603.0
373,소노,정규경기,고양 소노 아레나,20240315,1929.0
374,소노,정규경기,고양 소노 아레나,20240322,1571.0
375,소노,정규경기,고양 소노 아레나,20240331,4501.0
376,SK,정규경기,잠실학생,20231022,5202.0
377,SK,정규경기,잠실학생,20231120,4108.0
378,SK,정규경기,잠실학생,20231124,4211.0
379,SK,정규경기,잠실학생,20231130,3892.0
380,SK,정규경기,잠실학생,20231202,5207.0
381,SK,정규경기,잠실학생,20231203,4420.0
382,SK,정규경기,잠실학생,20231216,5203.0
383,SK,정규경기,잠실학생,20231225,5209.0
384,SK,정규경기,잠실학생,20240105,3614.0
385,SK,정규경기,잠실학생,20240107,5201.0
386,SK,정규경기,잠실학생,20240118,3767.0
387,SK,정규경기,잠실학생,20240120,5205.0
388,SK,정규경기,잠실학생,20240122,2801.0
389,SK,정규경기,잠실학생,20240127,5202.0
390,SK,정규경기,잠실학생,20240203,5206.0
391,SK,정규경기,잠실학생,20240210,4011.0
392,SK,정규경기,잠실학생,20240215,4702.0
393,SK,정규경기,잠실학생,20240228,3498.0
394,SK,정규경기,잠실학생,20240301,4966.0
395,SK,정규경기,잠실학생,20240303,5215.0
396,SK,정규경기,잠실학생,20240305,2724.0
397,SK,정규경기,잠실학생,20240313,2833.0
398,SK,정규경기,잠실학생,20240319,2587.0
399,SK,정규경기,잠실학생,20240321,3003.0
400,SK,정규경기,잠실학생,20240323,5004.0
401,SK,정규경기,잠실학생,20240325,3384.0
402,SK,정규경기,잠실학생,20240328,3854.0
403,SK,플레이오프,잠실학생,20240404,4982.0
404,SK,플레이오프,잠실학생,20240406,5220.0
405,LG,정규경기,창원체육관,20231021,4142.0
406,LG,정규경기,창원체육관,20231026,2256.0
407,LG,정규경기,창원체육관,20231102,1247.0
408,LG,정규경기,창원체육관,20231104,3018.0
409,LG,정규경기,창원체육관,20231110,2908.0
410,LG,정규경기,창원체육관,20231119,4224.0
411,LG,정규경기,창원체육관,20231123,2128.0
412,LG,정규경기,창원체육관,20231125,3319.0
413,LG,정규경기,창원체육관,20231207,2622.0
414,LG,정규경기,창원체육관,20231209,4640.0
415,LG,정규경기,창원체육관,20231217,4140.0
416,LG,정규경기,창원체육관,20231223,4184.0
417,LG,정규경기,창원체육관,20231224,5769.0
418,LG,정규경기,창원체육관,20231226,2786.0
419,LG,정규경기,창원체육관,20231231,5019.0
420,LG,정규경기,창원체육관,20240106,3894.0
421,LG,정규경기,창원체육관,20240107,4176.0
422,LG,정규경기,창원체육관,20240109,2564.0
423,LG,정규경기,창원체육관,20240126,3689.0
424,LG,정규경기,창원체육관,20240206,2980.0
425,LG,정규경기,창원체육관,20240212,5645.0
426,LG,정규경기,창원체육관,20240301,5247.0
427,LG,정규경기,창원체육관,20240307,1829.0
428,LG,정규경기,창원체육관,20240311,2886.0
429,LG,정규경기,창원체육관,20240317,4236.0
430,LG,정규경기,창원체육관,20240319,2356.0
431,LG,정규경기,창원체육관,20240331,4545.0
432,LG,플레이오프,창원체육관,20240416,4061.0
433,LG,플레이오프,창원체육관,20240418,4247.0
434,LG,플레이오프,창원체육관,20240424,4028.0
435,KGC,정규경기,안양 정관장 아레나,20231021,4210.0
436,KGC,정규경기,안양 정관장 아레나,20231031,1673.0
437,KGC,정규경기,안양 정관장 아레나,20231104,2148.0
438,KGC,정규경기,안양 정관장 아레나,20231107,1746.0
439,KGC,정규경기,안양 정관장 아레나,20231112,3072.0
440,KGC,정규경기,안양 정관장 아레나,20231117,1568.0
441,KGC,정규경기,안양 정관장 아레나,20231119,4009.0
442,KGC,정규경기,안양 정관장 아레나,20231124,1744.0
443,KGC,정규경기,안양 정관장 아레나,20231126,3203.0
444,KGC,정규경기,안양 정관장 아레나,20231201,1210.0
445,KGC,정규경기,안양 정관장 아레나,20231216,2186.0
446,KGC,정규경기,안양 정관장 아레나,20231218,1368.0
447,KGC,정규경기,안양 정관장 아레나,20231222,2216.0
448,KGC,정규경기,안양 정관장 아레나,20231224,4015.0
449,KGC,정규경기,안양 정관장 아레나,20231230,2511.0
450,KGC,정규경기,안양 정관장 아레나,20231231,2782.0
451,KGC,정규경기,안양 정관장 아레나,20240102,1435.0
452,KGC,정규경기,안양 정관장 아레나,20240119,1724.0
453,KGC,정규경기,안양 정관장 아레나,20240121,3231.0
454,KGC,정규경기,안양 정관장 아레나,20240204,3084.0
455,KGC,정규경기,안양 정관장 아레나,20240211,3006.0
456,KGC,정규경기,안양 정관장 아레나,20240215,1372.0
457,KGC,정규경기,안양 정관장 아레나,20240303,2781.0
458,KGC,정규경기,안양 정관장 아레나,20240313,1003.0
459,KGC,정규경기,안양 정관장 아레나,20240314,1025.0
460,KGC,정규경기,안양 정관장 아레나,20240316,2590.0
461,KGC,정규경기,안양 정관장 아레나,20240321,2015.0
462,KCC,정규경기,부산사직,20231022,8780.0
463,KCC,정규경기,부산사직,20231117,4052.0
464,KCC,정규경기,부산사직,20231125,5272.0
465,KCC,정규경기,부산사직,20231127,2071.0
466,KCC,정규경기,부산사직,20231130,3050.0
467,KCC,정규경기,부산사직,20231203,3799.0
468,KCC,정규경기,부산사직,20231212,1684.0
469,KCC,정규경기,부산사직,20231215,2367.0
470,KCC,정규경기,부산사직,20231217,3972.0
471,KCC,정규경기,부산사직,20240103,2577.0
472,KCC,정규경기,부산사직,20240107,5014.0
473,KCC,정규경기,부산사직,20240109,2005.0
474,KCC,정규경기,부산사직,20240111,3085.0
475,KCC,정규경기,부산사직,20240117,2706.0
476,KCC,정규경기,부산사직,20240119,4044.0
477,KCC,정규경기,부산사직,20240129,2143.0
478,KCC,정규경기,부산사직,20240202,2404.0
479,KCC,정규경기,부산사직,20240208,3745.0
480,KCC,정규경기,부산사직,20240212,4502.0
481,KCC,정규경기,부산사직,20240229,2906.0
482,KCC,정규경기,부산사직,20240302,5317.0
483,KCC,정규경기,부산사직,20240317,4714.0
484,KCC,정규경기,부산사직,20240320,1316.0
485,KCC,정규경기,부산사직,20240322,2613.0
486,KCC,정규경기,부산사직,20240326,1017.0
487,KCC,정규경기,부산사직,20240329,1790.0
488,KCC,정규경기,부산사직,20240331,3736.0
489,KCC,플레이오프,부산사직,20240408,4525.0
490,KCC,플레이오프,부산사직,20240419,5532.0
491,KCC,플레이오프,부산사직,20240421,6791.0
492,KCC,챔피언결정전,부산사직,20240501,10496.0
493,KCC,챔피언결정전,부산사직,20240503,11217.0
494,KT,정규경기,수원 KT 아레나,20231028,2939.0
495,KT,정규경기,수원 KT 아레나,20231030,923.0
496,KT,정규경기,수원 KT 아레나,20231106,911.0
497,KT,정규경기,수원 KT 아레나,20231109,817.0
498,KT,정규경기,수원 KT 아레나,20231111,2108.0
499,KT,정규경기,수원 KT 아레나,20231118,3290.0
500,KT,정규경기,수원 KT 아레나,20231121,1504.0
501,KT,정규경기,수원 KT 아레나,20231126,2561.0
502,KT,정규경기,수원 KT 아레나,20231128,1328.0
503,KT,정규경기,수원 KT 아레나,20231205,1242.0
504,KT,정규경기,수원 KT 아레나,20231212,1016.0
505,KT,정규경기,수원 KT 아레나,20231215,1320.0
506,KT,정규경기,수원 KT 아레나,20231219,1331.0
507,KT,정규경기,수원 KT 아레나,20231230,3563.0
508,KT,정규경기,수원 KT 아레나,20240101,3574.0
509,KT,정규경기,수원 KT 아레나,20240125,1487.0
510,KT,정규경기,수원 KT 아레나,20240127,3400.0
511,KT,정규경기,수원 KT 아레나,20240128,3576.0
512,KT,정규경기,수원 KT 아레나,20240201,1479.0
513,KT,정규경기,수원 KT 아레나,20240209,2504.0
514,KT,정규경기,수원 KT 아레나,20240214,2033.0
515,KT,정규경기,수원 KT 아레나,20240303,3234.0
516,KT,정규경기,수원 KT 아레나,20240307,1851.0
517,KT,정규경기,수원 KT 아레나,20240309,3036.0
518,KT,정규경기,수원 KT 아레나,20240316,2534.0
519,KT,정규경기,수원 KT 아레나,20240323,2312.0
520,KT,정규경기,수원 KT 아레나,20240328,1725.0
521,KT,플레이오프,수원 KT 아레나,20240405,2914.0
522,KT,플레이오프,수원 KT 아레나,20240407,3258.0
523,KT,플레이오프,수원 KT 아레나,20240420,3606.0
524,KT,플레이오프,수원 KT 아레나,20240422,3010.0
525,KT,챔피언결정전,수원 KT 아레나,20240427,3609.0
526,KT,챔피언결정전,수원 KT 아레나,20240429,3582.0
527,KT,챔피언결정전,수원 KT 아레나,20240505,3610.0
528,한국가스공사,정규경기,대구,20231028,3004.0
529,한국가스공사,정규경기,대구,20231029,1524.0
530,한국가스공사,정규경기,대구,20231103,1172.0
531,한국가스공사,정규경기,대구,20231105,1414.0
532,한국가스공사,정규경기,대구,20231111,1378.0
533,한국가스공사,정규경기,대구,20231116,1261.0
534,한국가스공사,정규경기,대구,20231121,1209.0
535,한국가스공사,정규경기,대구,20231202,2147.0
536,한국가스공사,정규경기,대구,20231214,1431.0
537,한국가스공사,정규경기,대구,20231216,1829.0
538,한국가스공사,정규경기,대구,20231221,1131.0
539,한국가스공사,정규경기,대구,20231223,1844.0
540,한국가스공사,정규경기,대구,20231225,3218.0
541,한국가스공사,정규경기,대구,20231228,1135.0
542,한국가스공사,정규경기,대구,20231231,3533.0
543,한국가스공사,정규경기,대구,20240104,827.0
544,한국가스공사,정규경기,대구,20240108,1142.0
545,한국가스공사,정규경기,대구,20240118,1375.0
546,한국가스공사,정규경기,대구,20240125,1602.0
547,한국가스공사,정규경기,대구,20240127,2687.0
548,한국가스공사,정규경기,대구,20240203,2301.0
549,한국가스공사,정규경기,대구,20240206,1401.0
550,한국가스공사,정규경기,대구,20240208,1781.0
551,한국가스공사,정규경기,대구,20240210,2395.0
552,한국가스공사,정규경기,대구,20240315,2260.0
553,한국가스공사,정규경기,대구,20240317,2409.0
554,한국가스공사,정규경기,대구,20240326,1846.0
555,현대모비스,정규경기,울산동천,20231021,3101.0
556,현대모비스,정규경기,울산동천,20231023,1023.0
557,현대모비스,정규경기,울산동천,20231027,1528.0
558,현대모비스,정규경기,울산동천,20231103,2245.0
559,현대모비스,정규경기,울산동천,20231105,2484.0
560,현대모비스,정규경기,울산동천,20231109,1001.0
561,현대모비스,정규경기,울산동천,20231113,1004.0
562,현대모비스,정규경기,울산동천,20231118,1807.0
563,현대모비스,정규경기,울산동천,20231203,2137.0
564,현대모비스,정규경기,울산동천,20231207,1005.0
565,현대모비스,정규경기,울산동천,20231209,1463.0
566,현대모비스,정규경기,울산동천,20231211,1008.0
567,현대모비스,정규경기,울산동천,20231219,1445.0
568,현대모비스,정규경기,울산동천,20231222,1452.0
569,현대모비스,정규경기,울산동천,20231228,1457.0
570,현대모비스,정규경기,울산동천,20240106,2626.0
571,현대모비스,정규경기,울산동천,20240120,2438.0
572,현대모비스,정규경기,울산동천,20240126,2387.0
573,현대모비스,정규경기,울산동천,20240128,2655.0
574,현대모비스,정규경기,울산동천,20240202,1475.0
575,현대모비스,정규경기,울산동천,20240204,2602.0
576,현대모비스,정규경기,울산동천,20240210,3303.0
577,현대모비스,정규경기,울산동천,20240228,1789.0
578,현대모비스,정규경기,울산동천,20240301,2923.0
579,현대모비스,정규경기,울산동천,20240316,2083.0
580,현대모비스,정규경기,울산동천,20240324,3477.0
581,현대모비스,정규경기,울산동천,20240331,3661.0
582,현대모비스,플레이오프,울산동천,20240409,3798.0
583,현대모비스,플레이오프,울산동천,20240411,2654.0
584,DB,정규경기,원주종합,20230102,1203.0
585,DB,정규경기,원주종합,20230117,1719.0
586,DB,정규경기,원주종합,20230123,2083.0
587,DB,정규경기,원주종합,20230126,1316.0
588,DB,정규경기,원주종합,20230128,2547.0
589,DB,정규경기,원주종합,20230218,2202.0
590,DB,정규경기,원주종합,20230225,2155.0
591,DB,정규경기,원주종합,20230304,1508.0
592,DB,정규경기,원주종합,20230307,1212.0
593,DB,정규경기,원주종합,20230312,1506.0
594,DB,정규경기,원주종합,20230318,1648.0
595,DB,정규경기,원주종합,20230323,1182.0
596,DB,정규경기,원주종합,20230325,2053.0
597,삼성,정규경기,잠실실내,20230101,3000.0
598,삼성,정규경기,잠실실내,20230105,1024.0
599,삼성,정규경기,잠실실내,20230108,4048.0
600,삼성,정규경기,잠실실내,20230119,934.0
601,삼성,정규경기,잠실실내,20230121,1351.0
602,삼성,정규경기,잠실실내,20230127,1107.0
603,삼성,정규경기,잠실실내,20230202,767.0
604,삼성,정규경기,잠실실내,20230213,1118.0
605,삼성,정규경기,잠실실내,20230216,1840.0
606,삼성,정규경기,잠실실내,20230218,2041.0
607,삼성,정규경기,잠실실내,20230304,2481.0
608,삼성,정규경기,잠실실내,20230310,1385.0
609,삼성,정규경기,잠실실내,20230316,835.0
610,삼성,정규경기,잠실실내,20230318,2362.0
611,삼성,정규경기,잠실실내,20230319,3115.0
612,삼성,정규경기,잠실실내,20230325,2187.0
613,삼성,정규경기,잠실실내,20230327,1300.0
614,SK,정규경기,잠실학생,20230104,2718.0
615,SK,정규경기,잠실학생,20230110,3304.0
616,SK,정규경기,잠실학생,20230123,4837.0
617,SK,정규경기,잠실학생,20230128,4519.0
618,SK,정규경기,잠실학생,20230201,2619.0
619,SK,정규경기,잠실학생,20230205,5008.0
620,SK,정규경기,잠실학생,20230207,2635.0
621,SK,정규경기,잠실학생,20230211,4377.0
622,SK,정규경기,잠실학생,20230212,4814.0
623,SK,정규경기,잠실학생,20230214,2602.0
624,SK,정규경기,잠실학생,20230219,5271.0
625,SK,정규경기,잠실학생,20230308,2419.0
626,SK,정규경기,잠실학생,20230312,5213.0
627,SK,정규경기,잠실학생,20230322,2638.0
628,SK,정규경기,잠실학생,20230324,3813.0
629,SK,정규경기,잠실학생,20230329,2989.0
630,SK,플레이오프,잠실학생,20230403,3808.0
631,SK,플레이오프,잠실학생,20230405,4009.0
632,SK,플레이오프,잠실학생,20230418,5204.0
633,SK,챔피언결정전,잠실학생,20230429,5206.0
634,SK,챔피언결정전,잠실학생,20230501,5211.0
635,SK,챔피언결정전,잠실학생,20230503,5289.0
636,LG,정규경기,창원체육관,20230101,2954.0
637,LG,정규경기,창원체육관,20230107,2417.0
638,LG,정규경기,창원체육관,20230120,1893.0
639,LG,정규경기,창원체육관,20230122,2461.0
640,LG,정규경기,창원체육관,20230128,3394.0
641,LG,정규경기,창원체육관,20230203,2015.0
642,LG,정규경기,창원체육관,20230210,2299.0
643,LG,정규경기,창원체육관,20230217,2630.0
644,LG,정규경기,창원체육관,20230304,3844.0
645,LG,정규경기,창원체육관,20230319,2529.0
646,LG,정규경기,창원체육관,20230323,1639.0
647,LG,정규경기,창원체육관,20230326,4215.0
648,LG,정규경기,창원체육관,20230329,2865.0
649,LG,플레이오프,창원체육관,20230414,4275.0
650,LG,플레이오프,창원체육관,20230416,4820.0
651,캐롯,정규경기,고양실내,20230101,2513.0
652,캐롯,정규경기,고양실내,20230105,1135.0
653,캐롯,정규경기,고양실내,20230109,1267.0
654,캐롯,정규경기,고양실내,20230119,1495.0
655,캐롯,정규경기,고양실내,20230121,3004.0
656,캐롯,정규경기,고양실내,20230130,1350.0
657,캐롯,정규경기,고양실내,20230202,2025.0
658,캐롯,정규경기,고양실내,20230210,2275.0
659,캐롯,정규경기,고양실내,20230219,3742.0
660,캐롯,정규경기,고양실내,20230304,3128.0
661,캐롯,정규경기,고양실내,20230311,2732.0
662,캐롯,정규경기,고양실내,20230315,1179.0
663,캐롯,정규경기,고양실내,20230327,1224.0
664,캐롯,정규경기,고양실내,20230329,1488.0
665,캐롯,플레이오프,고양실내,20230406,1753.0
666,캐롯,플레이오프,고양실내,20230408,3368.0
667,캐롯,플레이오프,고양실내,20230417,3002.0
668,캐롯,플레이오프,고양실내,20230419,3082.0
669,KCC,정규경기,군산월명,20230103,2315.0
670,KCC,정규경기,군산월명,20230106,2567.0
671,KCC,정규경기,전주실내,20230124,3803.0
672,KCC,정규경기,전주실내,20230131,3463.0
673,KCC,정규경기,전주실내,20230205,4011.0
674,KCC,정규경기,전주실내,20230209,3379.0
675,KCC,정규경기,전주실내,20230223,2714.0
676,KCC,정규경기,전주실내,20230301,3534.0
677,KCC,정규경기,전주실내,20230309,2149.0
678,KCC,정규경기,전주실내,20230311,2905.0
679,KCC,정규경기,전주실내,20230312,2562.0
680,KCC,정규경기,전주실내,20230326,3604.0
681,KCC,정규경기,전주실내,20230329,2628.0
682,KCC,플레이오프,전주실내,20230407,3768.0
683,KGC,정규경기,안양실내,20230106,1516.0
684,KGC,정규경기,안양실내,20230108,3082.0
685,KGC,정규경기,안양실내,20230122,2294.0
686,KGC,정규경기,안양실내,20230129,3029.0
687,KGC,정규경기,안양실내,20230204,3044.0
688,KGC,정규경기,안양실내,20230209,1687.0
689,KGC,정규경기,안양실내,20230211,3394.0
690,KGC,정규경기,안양실내,20230215,2580.0
691,KGC,정규경기,안양실내,20230217,2373.0
692,KGC,정규경기,안양실내,20230226,3856.0
693,KGC,정규경기,안양실내,20230316,2268.0
694,KGC,정규경기,안양실내,20230318,3564.0
695,KGC,정규경기,안양실내,20230320,2390.0
696,KGC,정규경기,안양실내,20230326,4929.0
697,KGC,플레이오프,안양실내,20230413,3536.0
698,KGC,플레이오프,안양실내,20230415,4615.0
699,KGC,챔피언결정전,안양실내,20230425,4310.0
700,KGC,챔피언결정전,안양실내,20230427,5286.0
701,KGC,챔피언결정전,안양실내,20230505,5850.0
702,KGC,챔피언결정전,안양실내,20230507,5905.0
703,KT,정규경기,수원 KT 아레나,20230110,1607.0
704,KT,정규경기,수원 KT 아레나,20230121,1317.0
705,KT,정규경기,수원 KT 아레나,20230127,1132.0
706,KT,정규경기,수원 KT 아레나,20230129,2010.0
707,KT,정규경기,수원 KT 아레나,20230131,730.0
708,KT,정규경기,수원 KT 아레나,20230206,1305.0
709,KT,정규경기,수원 KT 아레나,20230212,3266.0
710,KT,정규경기,수원 KT 아레나,20230301,2410.0
711,KT,정규경기,수원 KT 아레나,20230313,1114.0
712,KT,정규경기,수원 KT 아레나,20230319,2025.0
713,KT,정규경기,수원 KT 아레나,20230325,1865.0
714,KT,정규경기,수원 KT 아레나,20230329,1581.0
715,한국가스공사,정규경기,대구,20230107,1879.0
716,한국가스공사,정규경기,대구,20230122,1534.0
717,한국가스공사,정규경기,대구,20230204,1927.0
718,한국가스공사,정규경기,대구,20230208,1045.0
719,한국가스공사,정규경기,대구,20230212,2445.0
720,한국가스공사,정규경기,대구,20230216,1218.0
721,한국가스공사,정규경기,대구,20230219,2313.0
722,한국가스공사,정규경기,대구,20230301,2035.0
723,한국가스공사,정규경기,대구,20230309,1008.0
724,한국가스공사,정규경기,대구,20230311,2066.0
725,한국가스공사,정규경기,대구,20230317,2101.0
726,현대모비스,정규경기,울산동천,20230107,1236.0
727,현대모비스,정규경기,울산동천,20230108,1722.0
728,현대모비스,정규경기,울산동천,20230111,1089.0
729,현대모비스,정규경기,울산동천,20230120,1662.0
730,현대모비스,정규경기,울산동천,20230124,2521.0
731,현대모비스,정규경기,울산동천,20230129,2406.0
732,현대모비스,정규경기,울산동천,20230204,2174.0
733,현대모비스,정규경기,울산동천,20230205,2116.0
734,현대모비스,정규경기,울산동천,20230218,2486.0
735,현대모비스,정규경기,울산동천,20230302,1109.0
736,현대모비스,정규경기,울산동천,20230310,1047.0
737,현대모비스,정규경기,울산동천,20230314,706.0
738,현대모비스,정규경기,울산동천,20230317,1222.0
739,현대모비스,정규경기,울산동천,20230321,777.0
740,현대모비스,정규경기,울산동천,20230324,2847.0
741,현대모비스,플레이오프,울산동천,20230402,2204.0
742,현대모비스,플레이오프,울산동천,20230404,1403.0
743,현대모비스,플레이오프,울산동천,20230410,1827.0
