순위,시즌,대회,대회명,경기번호,일자,홈팀,상대,경기결과,경기장,관중수,원정팀,비고
112,2023,K리그1,하나원큐 K리그1 2023,58,2023/04/30,포항,인천,0 : 2,포항 스틸야드,"9,173",320,주말
113,2023,K리그1,하나원큐 K리그1 2023,38,2023/04/15,포항,서울,1 : 1,포항 스틸야드,"9,131",484,주말
114,2023,K리그1,하나원큐 K리그1 2023,166,2023/08/26,강원,포항,1 : 1,강릉하이원아레나,"9,063",480,주말
115,2023,K리그1,하나원큐 K리그1 2023,140,2023/07/21,포항,전북,2 : 1,포항 스틸야드,"9,055",846,
116,2023,K리그1,하나원큐 K리그1 2023,138,2023/07/16,인천,대전,2 : 0,인천 전용,"8,925",614,주말
117,2023,K리그1,하나원큐 K리그1 2023,215,2023/11/12,수원FC,수원,2 : 3,수원 종합,"8,886","2,000",주말
118,2023,K리그1,하나원큐 K리그1 2023,59,2023/04/30,수원,대구,0 : 1,수원 월드컵,"8,883",845,주말
119,2023,K리그1,하나원큐 K리그1 2023,97,2023/06/06,수원FC,울산,1 : 3,수원 종합,"8,733","1,733",
120,2023,K리그1,하나원큐 K리그1 2023,34,2023/04/09,전북,인천,2 : 0,전주 월드컵,"8,697",489,주말
121,2023,K리그1,하나원큐 K리그1 2023,13,2023/03/11,수원FC,수원,2 : 1,수원 종합,"8,670","1,700",주말
122,2023,K리그1,하나원큐 K리그1 2023,14,2023/03/11,대전,포항,0 : 0,대전 월드컵,"8,661",749,주말
123,2023,K리그1,하나원큐 K리그1 2023,63,2023/05/05,인천,수원,0 : 1,인천 전용,"8,637","1,903",
124,2023,K리그1,하나원큐 K리그1 2023,176,2023/09/16,인천,제주,2 : 1,인천 전용,"8,433",506,주말
125,2023,K리그1,하나원큐 K리그1 2023,105,2023/06/10,대전,광주,1 : 1,대전 월드컵,"8,390",317,주말
126,2023,K리그1,하나원큐 K리그1 2023,72,2023/05/10,대전,수원FC,2 : 1,대전 월드컵,"8,377",120,
127,2023,K리그1,하나원큐 K리그1 2023,98,2023/06/06,포항,제주,2 : 1,포항 스틸야드,"8,376",87,
128,2023,K리그1,하나원큐 K리그1 2023,152,2023/08/12,강원,울산,2 : 0,강릉하이원아레나,"8,369",793,주말
129,2023,K리그1,하나원큐 K리그1 2023,5,2023/02/26,제주,수원FC,0 : 0,제주 월드컵,"8,362",181,주말
130,2023,K리그1,하나원큐 K리그1 2023,129,2023/07/12,울산,인천,1 : 2,울산 문수,"8,353",175,
131,2023,K리그1,하나원큐 K리그1 2023,26,2023/04/01,인천,대구,0 : 0,인천 전용,"8,250",638,주말
132,2023,K리그1,하나원큐 K리그1 2023,46,2023/04/22,인천,수원FC,2 : 2,인천 전용,"8,215",350,주말
133,2023,K리그1,하나원큐 K리그1 2023,99,2023/06/07,전북,대구,1 : 0,전주 월드컵,"8,197",221,
134,2023,K리그1,하나원큐 K리그1 2023,174,2023/09/03,제주,전북,0 : 0,제주 월드컵,"8,104",729,주말
135,2023,K리그1,하나원큐 K리그1 2023,17,2023/03/12,전북,광주,2 : 0,전주 월드컵,"8,051",255,주말
136,2023,K리그1,하나원큐 K리그1 2023,211,2023/11/11,대전,강원,0 : 1,대전 월드컵,"8,000",335,주말
137,2023,K리그1,하나원큐 K리그1 2023,127,2023/07/11,대구,강원,0 : 0,대구iM뱅크PARK,"7,929",56,
138,2023,K리그1,하나원큐 K리그1 2023,71,2023/05/10,수원,전북,0 : 3,수원 월드컵,"7,860","1,257",
139,2023,K리그1,하나원큐 K리그1 2023,183,2023/09/24,수원FC,울산,2 : 3,수원 종합,"7,809","1,445",주말
140,2023,K리그1,하나원큐 K리그1 2023,217,2023/11/24,인천,울산,3 : 1,인천 전용,"7,601","1,302",
141,2023,K리그1,하나원큐 K리그1 2023,42,2023/04/16,대구,광주,3 : 4,대구iM뱅크PARK,"7,534",95,주말
142,2023,K리그1,하나원큐 K리그1 2023,19,2023/03/18,포항,강원,1 : 1,포항 스틸야드,"7,514",84,주말
143,2023,K리그1,하나원큐 K리그1 2023,177,2023/09/16,포항,수원FC,2 : 0,포항 스틸야드,"7,469",128,주말
144,2023,K리그1,하나원큐 K리그1 2023,30,2023/04/02,수원,강원,1 : 1,수원 월드컵,"7,428",494,주말
145,2023,K리그1,하나원큐 K리그1 2023,12,2023/03/05,광주,서울,0 : 2,광주 전용,"7,357",539,주말
146,2023,K리그1,하나원큐 K리그1 2023,222,2023/11/25,강원,수원FC,2 : 0,강릉하이원아레나,"7,307",189,주말
147,2023,K리그1,하나원큐 K리그1 2023,184,2023/09/24,광주,전북,0 : 1,광주 전용,"7,303","1,420",주말
148,2023,K리그1,하나원큐 K리그1 2023,162,2023/08/20,포항,대전,4 : 3,포항 스틸야드,"7,287",537,주말
149,2023,K리그1,하나원큐 K리그1 2023,101,2023/06/07,인천,서울,1 : 1,인천 전용,"7,272","1,318",
150,2023,K리그1,하나원큐 K리그1 2023,157,2023/08/18,수원,제주,1 : 0,수원 월드컵,"7,258",238,
151,2023,K리그1,하나원큐 K리그1 2023,156,2023/08/13,포항,광주,1 : 1,포항 스틸야드,"7,206",238,주말
152,2023,K리그1,하나원큐 K리그1 2023,182,2023/09/23,제주,서울,1 : 3,제주 월드컵,"7,205",819,주말
153,2023,K리그1,하나원큐 K리그1 2023,134,2023/07/15,강원,서울,1 : 1,강릉하이원아레나,"7,203",679,주말
154,2023,K리그1,하나원큐 K리그1 2023,188,2023/09/30,수원FC,서울,1 : 1,수원 종합,"7,194","1,700",주말
155,2023,K리그1,하나원큐 K리그1 2023,8,2023/03/04,수원FC,포항,1 : 2,수원 종합,"7,155",619,주말
156,2023,K리그1,하나원큐 K리그1 2023,29,2023/04/02,제주,울산,1 : 3,제주 월드컵,"7,140",480,주말
157,2023,K리그1,하나원큐 K리그1 2023,21,2023/03/18,제주,서울,1 : 2,제주 월드컵,"7,078",466,주말
158,2023,K리그1,하나원큐 K리그1 2023,108,2023/06/11,수원,인천,0 : 0,수원 월드컵,"7,066","1,631",주말
159,2023,K리그1,하나원큐 K리그1 2023,33,2023/04/08,포항,광주,2 : 0,포항 스틸야드,"7,062",116,주말
160,2023,K리그1,하나원큐 K리그1 2023,122,2023/07/07,강원,광주,1 : 1,강릉하이원아레나,"7,006",49,
161,2023,K리그1,하나원큐 K리그1 2023,73,2023/05/13,포항,대전,3 : 2,포항 스틸야드,"7,002",442,주말
162,2023,K리그1,하나원큐 K리그1 2023,68,2023/05/09,대구,포항,1 : 1,대구iM뱅크PARK,"6,943",572,
163,2023,K리그1,하나원큐 K리그1 2023,79,2023/05/20,인천,광주,1 : 1,인천 전용,"6,663",199,주말
164,2023,K리그1,하나원큐 K리그1 2023,85,2023/05/27,제주,수원,2 : 1,제주 월드컵,"6,308",699,주말
165,2023,K리그1,하나원큐 K리그1 2023,11,2023/03/05,강원,울산,0 : 1,춘천 송암,"6,199",567,주말
166,2023,K리그1,하나원큐 K리그1 2023,192,2023/10/01,제주,광주,1 : 2,제주 월드컵,"6,130",187,주말
167,2023,K리그1,하나원큐 K리그1 2023,106,2023/06/11,강원,전북,1 : 2,춘천 송암,"6,114",975,주말
168,2023,K리그1,하나원큐 K리그1 2023,213,2023/11/11,제주,서울,0 : 0,제주 월드컵,"6,039",334,주말
169,2023,K리그1,하나원큐 K리그1 2023,18,2023/03/12,인천,제주,1 : 0,인천 전용,"6,007",124,주말
170,2023,K리그1,하나원큐 K리그1 2023,197,2023/10/08,광주,강원,1 : 0,광주 전용,"6,004",303,주말
171,2023,K리그1,하나원큐 K리그1 2023,111,2023/06/24,광주,전북,2 : 0,광주 전용,"5,990","1,224",주말
172,2023,K리그1,하나원큐 K리그1 2023,118,2023/07/02,광주,울산,0 : 1,광주 전용,"5,982","1,224",주말
173,2023,K리그1,하나원큐 K리그1 2023,158,2023/08/18,인천,광주,2 : 2,인천 전용,"5,870",195,
174,2023,K리그1,하나원큐 K리그1 2023,227,2023/12/03,광주,포항,0 : 0,광주 전용,"5,817",443,주말
175,2023,K리그1,하나원큐 K리그1 2023,55,2023/04/29,수원FC,서울,0 : 3,수원 종합,"5,806",953,주말
176,2023,K리그1,하나원큐 K리그1 2023,110,2023/06/24,제주,대전,1 : 1,제주 월드컵,"5,755",603,주말
177,2023,K리그1,하나원큐 K리그1 2023,56,2023/04/29,전북,강원,0 : 1,전주 월드컵,"5,685",223,주말
178,2023,K리그1,하나원큐 K리그1 2023,93,2023/06/03,제주,강원,2 : 2,제주 월드컵,"5,616",112,주말
179,2023,K리그1,하나원큐 K리그1 2023,200,2023/10/21,광주,울산,1 : 0,광주 전용,"5,553","1,005",주말
180,2023,K리그1,하나원큐 K리그1 2023,75,2023/05/13,강원,수원,0 : 2,춘천 송암,"5,519",995,주말
181,2023,K리그1,하나원큐 K리그1 2023,153,2023/08/12,제주,수원FC,3 : 0,제주 월드컵,"5,443",200,주말
182,2023,K리그1,하나원큐 K리그1 2023,119,2023/07/02,포항,수원FC,3 : 1,포항 스틸야드,"5,441",103,주말
183,2023,K리그1,하나원큐 K리그1 2023,210,2023/10/29,수원FC,서울,3 : 4,수원 종합,"5,372","1,403",주말
184,2023,K리그1,하나원큐 K리그1 2023,50,2023/04/25,인천,울산,0 : 1,인천 전용,"5,326","1,103",
185,2023,K리그1,하나원큐 K리그1 2023,67,2023/05/09,울산,강원,1 : 0,울산 문수,"5,318",50,
186,2023,K리그1,하나원큐 K리그1 2023,64,2023/05/06,제주,포항,2 : 1,제주 월드컵,"5,261",180,주말
187,2023,K리그1,하나원큐 K리그1 2023,207,2023/10/28,강원,제주,1 : 1,강릉하이원아레나,"5,256",55,주말
188,2023,K리그1,하나원큐 K리그1 2023,37,2023/04/15,수원,제주,2 : 3,수원 월드컵,"5,190",185,주말
189,2023,K리그1,하나원큐 K리그1 2023,120,2023/07/02,인천,강원,1 : 0,인천 전용,"5,076",246,주말
190,2023,K리그1,하나원큐 K리그1 2023,53,2023/04/26,전북,대전,1 : 2,전주 월드컵,"5,067",570,
191,2023,K리그1,하나원큐 K리그1 2023,168,2023/08/27,광주,수원,4 : 0,광주 전용,"5,014",967,주말
192,2023,K리그1,하나원큐 K리그1 2023,199,2023/10/20,포항,인천,1 : 1,포항 스틸야드,"4,944",219,
193,2023,K리그1,하나원큐 K리그1 2023,203,2023/10/22,제주,수원,2 : 0,제주 월드컵,"4,875",808,주말
194,2023,K리그1,하나원큐 K리그1 2023,124,2023/07/08,수원FC,인천,2 : 2,수원 종합,"4,782","1,020",주말
195,2023,K리그1,하나원큐 K리그1 2023,130,2023/07/12,수원,포항,1 : 1,수원 월드컵,"4,727",401,
196,2023,K리그1,하나원큐 K리그1 2023,206,2023/10/28,광주,인천,0 : 2,광주 전용,"4,723",377,주말
197,2023,K리그1,하나원큐 K리그1 2023,219,2023/11/25,제주,대전,0 : 2,제주 월드컵,"4,713",265,주말
198,2023,K리그1,하나원큐 K리그1 2023,27,2023/04/01,광주,수원FC,2 : 0,광주 전용,"4,535",160,주말
199,2023,K리그1,하나원큐 K리그1 2023,137,2023/07/16,포항,제주,4 : 2,포항 스틸야드,"4,422",51,주말
200,2023,K리그1,하나원큐 K리그1 2023,36,2023/04/09,수원FC,대전,5 : 3,수원 종합,"4,421",739,주말
201,2023,K리그1,하나원큐 K리그1 2023,150,2023/08/06,제주,강원,1 : 1,제주 월드컵,"4,331",133,주말
202,2023,K리그1,하나원큐 K리그1 2023,121,2023/07/07,제주,대구,1 : 2,제주 월드컵,"4,210",608,
203,2023,K리그1,하나원큐 K리그1 2023,70,2023/05/10,제주,인천,2 : 0,제주 월드컵,"4,124",201,
204,2023,K리그1,하나원큐 K리그1 2023,15,2023/03/11,강원,대구,1 : 1,춘천 송암,"4,058",369,주말
205,2023,K리그1,하나원큐 K리그1 2023,146,2023/08/04,광주,대전,3 : 0,광주 전용,"3,752",831,
206,2023,K리그1,하나원큐 K리그1 2023,66,2023/05/06,광주,대전,0 : 0,광주 전용,"3,687",466,주말
207,2023,K리그1,하나원큐 K리그1 2023,51,2023/04/26,강원,서울,3 : 2,춘천 송암,"3,640",410,
208,2023,K리그1,하나원큐 K리그1 2023,74,2023/05/13,광주,대구,0 : 2,광주 전용,"3,622",523,주말
209,2023,K리그1,하나원큐 K리그1 2023,47,2023/04/23,광주,강원,0 : 0,광주 전용,"3,562",102,주말
210,2023,K리그1,하나원큐 K리그1 2023,94,2023/06/03,광주,포항,4 : 2,광주 전용,"3,512",364,주말
211,2023,K리그1,하나원큐 K리그1 2023,82,2023/05/21,강원,포항,0 : 0,춘천 송암,"3,495",312,주말
212,2023,K리그1,하나원큐 K리그1 2023,128,2023/07/11,제주,광주,0 : 0,제주 월드컵,"3,280",108,
213,2023,K리그1,하나원큐 K리그1 2023,163,2023/08/25,수원FC,인천,1 : 2,수원 종합,"3,236",695,
214,2023,K리그1,하나원큐 K리그1 2023,78,2023/05/14,수원FC,제주,0 : 5,수원 종합,"3,213",177,주말
215,2023,K리그1,하나원큐 K리그1 2023,114,2023/06/25,수원FC,강원,1 : 1,수원 종합,"3,173",265,주말
216,2023,K리그1,하나원큐 K리그1 2023,40,2023/04/16,강원,인천,0 : 2,춘천 송암,"3,162",447,주말
217,2023,K리그1,하나원큐 K리그1 2023,49,2023/04/25,포항,수원,1 : 0,포항 스틸야드,"3,080",177,
218,2023,K리그1,하나원큐 K리그1 2023,135,2023/07/15,광주,대구,1 : 1,광주 전용,"2,851",710,주말
219,2023,K리그1,하나원큐 K리그1 2023,102,2023/06/07,강원,대전,1 : 2,춘천 송암,"2,840",152,
220,2023,K리그1,하나원큐 K리그1 2023,20,2023/03/18,광주,인천,5 : 0,광주 전용,"2,812",417,주말
221,2023,K리그1,하나원큐 K리그1 2023,65,2023/05/06,수원FC,강원,2 : 0,수원 종합,"2,749",373,주말
222,2023,K리그1,하나원큐 K리그1 2023,224,2023/12/02,수원FC,제주,1 : 1,수원 종합,"2,602",206,주말
223,2023,K리그1,하나원큐 K리그1 2023,35,2023/04/09,강원,제주,0 : 1,춘천 송암,"2,581",53,주말
224,2023,K리그1,하나원큐 K리그1 2023,52,2023/04/26,광주,제주,0 : 1,광주 전용,"2,143",54,
225,2023,K리그1,하나원큐 K리그1 2023,141,2023/07/22,수원FC,광주,0 : 1,수원 종합,"2,083",209,주말
226,2023,K리그1,하나원큐 K리그1 2023,100,2023/06/07,광주,수원,2 : 1,광주 전용,"1,871",307,
227,2023,K리그1,하나원큐 K리그1 2023,54,2023/04/26,수원FC,대구,1 : 1,수원 종합,"1,870",221,
228,2023,K리그1,하나원큐 K리그1 2023,88,2023/05/28,수원FC,광주,0 : 2,수원 종합,"1,605",125,주말
